Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
mechanical engineer,0 to 13 Years,Nur-Sultan,Full-Time,Large,PhD,77500.0,Fresher (0 yrs)
psychologist,4 to 10 Years,Juba,Temporary,Medium,PhD,85500.0,Mid (3-5 yrs)
project manager,4 to 14 Years,Ouagadougou,Intern,Enterprise,BCA,89000.0,Mid (3-5 yrs)
paralegal,1 to 15 Years,Berlin,Full-Time,Large,B.Tech,83000.0,Junior (1-2 yrs)
investment advisor,1 to 13 Years,Nouakchott,Intern,Small,MCA,77500.0,Junior (1-2 yrs)
marketing director,1 to 12 Years,Douglas,Temporary,Medium,B.Com,90000.0,Junior (1-2 yrs)
civil engineer,4 to 9 Years,City of Baghdad,Contract,Small,MCA,91500.0,Mid (3-5 yrs)
urban planner,1 to 12 Years,Lisbon,Temporary,Enterprise,M.Com,92500.0,Junior (1-2 yrs)
software engineer,1 to 13 Years,Rome,Contract,Small,MBA,83000.0,Junior (1-2 yrs)
software engineer,3 to 12 Years,Moroni,Temporary,Small,BBA,91500.0,Mid (3-5 yrs)
architect,4 to 10 Years,Apia,Part-Time,Enterprise,B.Com,92500.0,Mid (3-5 yrs)
seo analyst,5 to 14 Years,Bangui,Part-Time,Medium,B.Com,92000.0,Mid (3-5 yrs)
market research analyst,0 to 12 Years,Seoul,Part-Time,Small,M.Com,79000.0,Fresher (0 yrs)
office manager,3 to 15 Years,Nairobi,Intern,Small,BCA,94000.0,Mid (3-5 yrs)
legal assistant,5 to 10 Years,London,Contract,Small,B.Com,79000.0,Mid (3-5 yrs)
research scientist,0 to 14 Years,Maseru,Full-Time,Medium,B.Com,75500.0,Fresher (0 yrs)
teacher,3 to 12 Years,Muscat,Full-Time,Enterprise,M.Tech,69500.0,Mid (3-5 yrs)
interior designer,4 to 9 Years,Andorra la Vella,Intern,Large,BBA,71000.0,Mid (3-5 yrs)
pharmaceutical sales representative,2 to 9 Years,Sanaa,Contract,Small,M.Com,95500.0,Junior (1-2 yrs)
chemical engineer,3 to 13 Years,Saint John's,Contract,Large,MBA,92500.0,Mid (3-5 yrs)
content writer,2 to 9 Years,Oranjestad,Full-Time,Large,M.Tech,75500.0,Junior (1-2 yrs)
account manager,0 to 9 Years,Nuuk,Intern,Large,BA,93500.0,Fresher (0 yrs)
copywriter,5 to 14 Years,Noumea,Intern,Medium,B.Tech,90500.0,Mid (3-5 yrs)
art director,1 to 15 Years,Panama City,Intern,Large,PhD,75500.0,Junior (1-2 yrs)
sem specialist,0 to 12 Years,Manila,Part-Time,Enterprise,BCA,87500.0,Fresher (0 yrs)
family nurse practitioner,2 to 13 Years,Road Town,Contract,Medium,M.Com,79500.0,Junior (1-2 yrs)
marketing manager,4 to 10 Years,George Town,Intern,Enterprise,MBA,90500.0,Mid (3-5 yrs)
sales representative,1 to 10 Years,Saint George's,Intern,Small,B.Tech,95500.0,Junior (1-2 yrs)
web designer,5 to 12 Years,Nouakchott,Full-Time,Large,BBA,73500.0,Mid (3-5 yrs)
digital marketing specialist,3 to 9 Years,Vientiane,Contract,Small,M.Tech,80000.0,Mid (3-5 yrs)
civil engineer,3 to 8 Years,Manama,Contract,Enterprise,MBA,75500.0,Mid (3-5 yrs)
architect,3 to 13 Years,Thimphu,Contract,Enterprise,MCA,92000.0,Mid (3-5 yrs)
veterinarian,0 to 9 Years,Manila,Contract,Medium,M.Com,80000.0,Fresher (0 yrs)
digital marketing specialist,5 to 13 Years,Damascus,Full-Time,Medium,BCA,77000.0,Mid (3-5 yrs)
ui developer,1 to 13 Years,Seoul,Full-Time,Large,B.Com,73000.0,Junior (1-2 yrs)
data analyst,0 to 11 Years,Naypyidaw,Part-Time,Large,BCA,75000.0,Fresher (0 yrs)
procurement manager,4 to 14 Years,Bissau,Full-Time,Enterprise,PhD,85500.0,Mid (3-5 yrs)
event planner,1 to 12 Years,Kathmandu,Temporary,Enterprise,B.Com,80500.0,Junior (1-2 yrs)
ux/ui designer,0 to 14 Years,Algiers,Full-Time,Large,B.Tech,73000.0,Fresher (0 yrs)
process engineer,1 to 15 Years,Kigali,Temporary,Enterprise,BBA,70500.0,Junior (1-2 yrs)
accountant,1 to 8 Years,Gaza,Full-Time,Large,B.Tech,71500.0,Junior (1-2 yrs)
investment analyst,3 to 11 Years,Rabat,Intern,Large,B.Tech,86500.0,Mid (3-5 yrs)
art director,5 to 11 Years,Canberra,Full-Time,Large,M.Com,76500.0,Mid (3-5 yrs)
it manager,2 to 11 Years,Seoul,Intern,Large,MBA,93500.0,Junior (1-2 yrs)
environmental engineer,3 to 15 Years,Doha,Intern,Small,PhD,81500.0,Mid (3-5 yrs)
web designer,0 to 12 Years,Helsinki,Temporary,Enterprise,BBA,94000.0,Fresher (0 yrs)
marketing manager,0 to 11 Years,Montevideo,Intern,Large,M.Com,87500.0,Fresher (0 yrs)
hr manager,5 to 13 Years,Tallinn,Part-Time,Medium,PhD,92000.0,Mid (3-5 yrs)
web developer,1 to 15 Years,Porto-Novo,Temporary,Large,B.Tech,84500.0,Junior (1-2 yrs)
ux/ui designer,0 to 8 Years,Wellington,Part-Time,Enterprise,M.Com,76000.0,Fresher (0 yrs)
physical therapist,2 to 13 Years,Beirut,Full-Time,Large,B.Tech,90000.0,Junior (1-2 yrs)
digital marketing specialist,4 to 13 Years,Praia,Part-Time,Large,MCA,90000.0,Mid (3-5 yrs)
java developer,4 to 13 Years,Monaco,Full-Time,Small,M.Tech,94500.0,Mid (3-5 yrs)
legal assistant,3 to 15 Years,Berlin,Intern,Small,B.Tech,93500.0,Mid (3-5 yrs)
database developer,0 to 11 Years,Freetown,Intern,Large,BA,74000.0,Fresher (0 yrs)
public relations specialist,3 to 9 Years,Athens,Temporary,Small,MCA,74500.0,Mid (3-5 yrs)
family nurse practitioner,3 to 12 Years,Port-au-Prince,Contract,Small,M.Com,73000.0,Mid (3-5 yrs)
network engineer,1 to 10 Years,Jerusalem,Full-Time,Small,M.Tech,87000.0,Junior (1-2 yrs)
financial advisor,5 to 11 Years,Kingston,Full-Time,Medium,PhD,86000.0,Mid (3-5 yrs)
electrical engineer,5 to 8 Years,Vilnius,Part-Time,Medium,MBA,92000.0,Mid (3-5 yrs)
pediatrician,5 to 14 Years,The City of Hamilton,Part-Time,Large,M.Com,91000.0,Mid (3-5 yrs)
electrical engineer,4 to 10 Years,Dodoma,Temporary,Medium,BBA,91500.0,Mid (3-5 yrs)
personal assistant,0 to 14 Years,Tripoli,Part-Time,Large,BA,94500.0,Fresher (0 yrs)
marketing analyst,4 to 9 Years,Lima,Full-Time,Enterprise,PhD,75500.0,Mid (3-5 yrs)
supply chain manager,0 to 8 Years,Tallinn,Temporary,Medium,M.Com,89500.0,Fresher (0 yrs)
administrative assistant,3 to 13 Years,City of Baghdad,Intern,Medium,M.Tech,68000.0,Mid (3-5 yrs)
supply chain manager,5 to 12 Years,Funafuti,Contract,Large,B.Tech,89500.0,Mid (3-5 yrs)
project coordinator,1 to 8 Years,Beirut,Part-Time,Large,MCA,81500.0,Junior (1-2 yrs)
research analyst,0 to 14 Years,Kigali,Intern,Enterprise,M.Tech,82000.0,Fresher (0 yrs)
qa analyst,1 to 13 Years,Luanda,Part-Time,Enterprise,M.Tech,90000.0,Junior (1-2 yrs)
qa analyst,4 to 12 Years,Torshavn,Intern,Enterprise,MCA,87500.0,Mid (3-5 yrs)
office manager,4 to 13 Years,Ngerulmud,Contract,Small,PhD,90500.0,Mid (3-5 yrs)
customer support specialist,2 to 15 Years,Cairo,Intern,Small,BA,80500.0,Junior (1-2 yrs)
hr coordinator,4 to 9 Years,San Jose,Full-Time,Small,MCA,78000.0,Mid (3-5 yrs)
landscape architect,5 to 12 Years,Ankara,Contract,Large,MBA,85500.0,Mid (3-5 yrs)
legal counsel,4 to 10 Years,Djibouti (city),Part-Time,Large,MCA,86000.0,Mid (3-5 yrs)
systems engineer,3 to 8 Years,San Marino,Intern,Large,BA,83000.0,Mid (3-5 yrs)
systems administrator,0 to 10 Years,Belgrade,Full-Time,Medium,M.Tech,80500.0,Fresher (0 yrs)
account director,1 to 8 Years,Rome,Part-Time,Medium,MCA,90000.0,Junior (1-2 yrs)
marketing coordinator,5 to 11 Years,Ouagadougou,Part-Time,Enterprise,MBA,80000.0,Mid (3-5 yrs)
hr manager,4 to 12 Years,Kuala Lumpur,Temporary,Small,PhD,76500.0,Mid (3-5 yrs)
legal assistant,2 to 12 Years,Cockburn Town,Full-Time,Medium,MBA,75500.0,Junior (1-2 yrs)
software architect,1 to 15 Years,Bern,Full-Time,Large,MCA,78500.0,Junior (1-2 yrs)
veterinarian,5 to 10 Years,Saint John's,Part-Time,Large,B.Com,75500.0,Mid (3-5 yrs)
pharmaceutical sales representative,0 to 10 Years,Gitega,Intern,Enterprise,BA,78000.0,Fresher (0 yrs)
financial advisor,4 to 8 Years,Jakarta,Contract,Large,BBA,85500.0,Mid (3-5 yrs)
business development manager,4 to 11 Years,Damascus,Full-Time,Medium,B.Tech,94500.0,Mid (3-5 yrs)
systems analyst,2 to 13 Years,Stockholm,Full-Time,Large,BA,78000.0,Junior (1-2 yrs)
database developer,1 to 8 Years,Amman,Contract,Large,B.Tech,86500.0,Junior (1-2 yrs)
seo analyst,0 to 14 Years,Khartoum,Contract,Medium,BA,90500.0,Fresher (0 yrs)
ux researcher,4 to 9 Years,Port Moresby,Part-Time,Enterprise,B.Com,94500.0,Mid (3-5 yrs)
pharmaceutical sales representative,0 to 13 Years,Rome,Part-Time,Large,MBA,96000.0,Fresher (0 yrs)
systems analyst,4 to 11 Years,Phnom Penh,Intern,Large,MBA,73500.0,Mid (3-5 yrs)
event planner,0 to 11 Years,AsunciÃ³n,Contract,Small,MCA,73000.0,Fresher (0 yrs)
digital marketing specialist,3 to 11 Years,Niamey,Temporary,Large,M.Tech,81500.0,Mid (3-5 yrs)
wedding planner,3 to 13 Years,Seoul,Temporary,Enterprise,PhD,91000.0,Mid (3-5 yrs)
software engineer,5 to 15 Years,Addis Ababa,Temporary,Small,B.Com,90500.0,Mid (3-5 yrs)
network engineer,1 to 12 Years,Antananarivo,Intern,Medium,B.Tech,86500.0,Junior (1-2 yrs)
family lawyer,5 to 9 Years,Nuuk,Temporary,Small,B.Tech,71500.0,Mid (3-5 yrs)
it administrator,5 to 13 Years,Monaco,Contract,Small,B.Com,83000.0,Mid (3-5 yrs)
software tester,2 to 13 Years,City of Port Louis,Intern,Small,PhD,75500.0,Junior (1-2 yrs)
pharmaceutical sales representative,4 to 9 Years,Stockholm,Contract,Enterprise,PhD,88000.0,Mid (3-5 yrs)
digital marketing specialist,1 to 8 Years,Bridgetown,Part-Time,Enterprise,MCA,90000.0,Junior (1-2 yrs)
pediatrician,2 to 10 Years,Riyadh,Intern,Enterprise,BCA,96500.0,Junior (1-2 yrs)
front-end engineer,5 to 12 Years,Hanoi,Temporary,Small,MCA,77500.0,Mid (3-5 yrs)
ux/ui designer,1 to 8 Years,Port-au-Prince,Temporary,Enterprise,M.Tech,77000.0,Junior (1-2 yrs)
supply chain manager,4 to 11 Years,Dakar,Part-Time,Large,MCA,74000.0,Mid (3-5 yrs)
copywriter,2 to 15 Years,Accra,Part-Time,Enterprise,B.Com,96000.0,Junior (1-2 yrs)
event planner,2 to 13 Years,Bangui,Part-Time,Enterprise,B.Com,93000.0,Junior (1-2 yrs)
psychologist,5 to 10 Years,Ouagadougou,Temporary,Enterprise,B.Tech,78000.0,Mid (3-5 yrs)
software architect,0 to 15 Years,Bandar Seri Begawan,Contract,Enterprise,M.Com,92500.0,Fresher (0 yrs)
event coordinator,3 to 9 Years,Abuja,Full-Time,Enterprise,B.Tech,89500.0,Mid (3-5 yrs)
data analyst,4 to 9 Years,Damascus,Contract,Small,B.Com,82500.0,Mid (3-5 yrs)
market analyst,1 to 13 Years,Honiara,Contract,Small,MCA,73000.0,Junior (1-2 yrs)
chemical engineer,0 to 10 Years,Saint George's,Contract,Large,PhD,76000.0,Fresher (0 yrs)
operations manager,3 to 8 Years,Philipsburg,Contract,Enterprise,M.Tech,84500.0,Mid (3-5 yrs)
software architect,0 to 13 Years,Cairo,Temporary,Small,MCA,74000.0,Fresher (0 yrs)
graphic designer,1 to 11 Years,Tripoli,Contract,Enterprise,BA,72500.0,Junior (1-2 yrs)
brand manager,2 to 11 Years,Brasilia,Part-Time,Small,MBA,94000.0,Junior (1-2 yrs)
content writer,2 to 13 Years,Philipsburg,Part-Time,Medium,M.Com,76000.0,Junior (1-2 yrs)
financial controller,2 to 11 Years,Bangkok,Contract,Large,B.Com,71000.0,Junior (1-2 yrs)
operations manager,2 to 8 Years,Freetown,Full-Time,Small,M.Com,84000.0,Junior (1-2 yrs)
graphic designer,0 to 13 Years,Honiara,Full-Time,Medium,M.Com,79000.0,Fresher (0 yrs)
architectural designer,1 to 15 Years,Dushanbe,Intern,Small,PhD,75500.0,Junior (1-2 yrs)
electrical designer,3 to 9 Years,Seoul,Full-Time,Large,BCA,85500.0,Mid (3-5 yrs)
physician assistant,4 to 14 Years,Mogadishu,Part-Time,Enterprise,BA,86500.0,Mid (3-5 yrs)
executive assistant,3 to 12 Years,Prague,Temporary,Enterprise,BBA,91500.0,Mid (3-5 yrs)
java developer,0 to 12 Years,Praia,Intern,Enterprise,MBA,85500.0,Fresher (0 yrs)
chemical analyst,4 to 10 Years,Bridgetown,Full-Time,Small,MCA,76500.0,Mid (3-5 yrs)
personal assistant,3 to 15 Years,Phnom Penh,Full-Time,Medium,M.Com,78500.0,Mid (3-5 yrs)
executive assistant,2 to 15 Years,Tehran,Part-Time,Medium,MBA,71500.0,Junior (1-2 yrs)
event planner,5 to 15 Years,Nuku?alofa,Full-Time,Medium,M.Com,87000.0,Mid (3-5 yrs)
chemical analyst,5 to 9 Years,Budapest,Intern,Enterprise,BBA,90500.0,Mid (3-5 yrs)
event planner,3 to 12 Years,Abuja,Temporary,Large,B.Tech,75500.0,Mid (3-5 yrs)
tax consultant,1 to 14 Years,Sri Jayawardenepura Kotte,Full-Time,Large,PhD,73000.0,Junior (1-2 yrs)
project manager,0 to 10 Years,Kinshasa,Intern,Small,BA,80000.0,Fresher (0 yrs)
procurement specialist,4 to 9 Years,Yamoussoukro,Part-Time,Large,MCA,86000.0,Mid (3-5 yrs)
content writer,0 to 13 Years,Kuala Lumpur,Temporary,Small,BBA,84000.0,Fresher (0 yrs)
ui developer,1 to 14 Years,Saint George's,Part-Time,Enterprise,B.Tech,92500.0,Junior (1-2 yrs)
procurement coordinator,3 to 9 Years,Gaza,Full-Time,Small,BA,77000.0,Mid (3-5 yrs)
research analyst,5 to 11 Years,Praia,Part-Time,Enterprise,B.Tech,89000.0,Mid (3-5 yrs)
data entry clerk,0 to 13 Years,Port Moresby,Intern,Medium,BBA,89000.0,Fresher (0 yrs)
event coordinator,4 to 8 Years,Vienna,Temporary,Small,BCA,84000.0,Mid (3-5 yrs)
environmental consultant,4 to 13 Years,Athens,Intern,Small,BCA,77500.0,Mid (3-5 yrs)
software engineer,2 to 9 Years,Gibraltar,Full-Time,Large,PhD,89000.0,Junior (1-2 yrs)
administrative assistant,1 to 13 Years,Kingston,Intern,Small,B.Com,70000.0,Junior (1-2 yrs)
marketing analyst,0 to 8 Years,Noumea,Temporary,Small,B.Tech,88500.0,Fresher (0 yrs)
technical writer,5 to 11 Years,Kingston,Contract,Small,MBA,90000.0,Mid (3-5 yrs)
systems engineer,2 to 8 Years,Djibouti (city),Intern,Enterprise,BA,92000.0,Junior (1-2 yrs)
chemical analyst,5 to 11 Years,London,Intern,Small,MCA,86500.0,Mid (3-5 yrs)
data engineer,4 to 12 Years,Paris,Intern,Medium,M.Com,89000.0,Mid (3-5 yrs)
aerospace engineer,1 to 13 Years,Honiara,Full-Time,Enterprise,MBA,90500.0,Junior (1-2 yrs)
marketing analyst,1 to 11 Years,SÃ£o TomÃ©,Full-Time,Medium,M.Com,76000.0,Junior (1-2 yrs)
marketing analyst,4 to 12 Years,Thimphu,Temporary,Enterprise,BCA,85500.0,Mid (3-5 yrs)
purchasing agent,0 to 14 Years,Brussels,Full-Time,Small,M.Tech,75000.0,Fresher (0 yrs)
software architect,5 to 12 Years,Bridgetown,Temporary,Small,BBA,78000.0,Mid (3-5 yrs)
qa analyst,4 to 10 Years,Tokyo,Temporary,Enterprise,M.Com,83500.0,Mid (3-5 yrs)
network engineer,1 to 15 Years,Suva,Full-Time,Small,MBA,76500.0,Junior (1-2 yrs)
psychologist,1 to 10 Years,Nuku?alofa,Intern,Medium,MBA,87500.0,Junior (1-2 yrs)
data scientist,3 to 11 Years,Doha,Part-Time,Medium,MBA,78500.0,Mid (3-5 yrs)
physical therapist,5 to 10 Years,Apia,Contract,Large,M.Tech,77500.0,Mid (3-5 yrs)
veterinarian,0 to 14 Years,Philipsburg,Part-Time,Small,MBA,96000.0,Fresher (0 yrs)
pediatrician,3 to 15 Years,Dodoma,Contract,Enterprise,MBA,86000.0,Mid (3-5 yrs)
quality assurance analyst,3 to 11 Years,Port Vila,Part-Time,Small,B.Tech,71500.0,Mid (3-5 yrs)
environmental consultant,5 to 10 Years,Santiago,Full-Time,Small,M.Com,83000.0,Mid (3-5 yrs)
marketing manager,3 to 15 Years,Bissau,Temporary,Medium,BCA,94500.0,Mid (3-5 yrs)
data engineer,4 to 13 Years,Vaduz,Contract,Medium,M.Tech,74000.0,Mid (3-5 yrs)
purchasing agent,1 to 13 Years,Noumea,Temporary,Medium,BBA,75500.0,Junior (1-2 yrs)
key account manager,2 to 12 Years,San Salvador,Intern,Small,BBA,76500.0,Junior (1-2 yrs)
family lawyer,1 to 12 Years,Bangkok,Contract,Enterprise,BCA,92000.0,Junior (1-2 yrs)
marketing director,0 to 11 Years,Jakarta,Part-Time,Enterprise,BA,69500.0,Fresher (0 yrs)
network administrator,1 to 12 Years,Budapest,Temporary,Medium,MBA,86000.0,Junior (1-2 yrs)
social media manager,4 to 11 Years,BogotÃ¡,Temporary,Enterprise,B.Com,77500.0,Mid (3-5 yrs)
pediatrician,2 to 15 Years,Abu Dhabi,Full-Time,Small,PhD,76000.0,Junior (1-2 yrs)
physical therapist,3 to 8 Years,Moscow,Full-Time,Medium,M.Tech,90500.0,Mid (3-5 yrs)
dental hygienist,2 to 13 Years,Beijing,Contract,Enterprise,M.Com,70000.0,Junior (1-2 yrs)
registered nurse,1 to 13 Years,Zagreb,Part-Time,Small,MCA,85000.0,Junior (1-2 yrs)
sales consultant,3 to 8 Years,Paris,Contract,Large,B.Tech,85000.0,Mid (3-5 yrs)
procurement manager,4 to 10 Years,Windhoek,Temporary,Large,BBA,85500.0,Mid (3-5 yrs)
investment banker,0 to 15 Years,Athens,Contract,Large,MBA,76500.0,Fresher (0 yrs)
qa analyst,5 to 12 Years,Chisinau,Temporary,Large,BA,79500.0,Mid (3-5 yrs)
ui developer,4 to 15 Years,Freetown,Contract,Enterprise,M.Com,78000.0,Mid (3-5 yrs)
social media manager,4 to 15 Years,Sarajevo,Intern,Enterprise,M.Com,73500.0,Mid (3-5 yrs)
electrical engineer,4 to 15 Years,Copenhagen,Temporary,Medium,M.Com,83000.0,Mid (3-5 yrs)
network security specialist,0 to 14 Years,Windhoek,Intern,Large,B.Com,88000.0,Fresher (0 yrs)
process engineer,0 to 9 Years,Bishkek,Intern,Large,MBA,80500.0,Fresher (0 yrs)
sales consultant,0 to 11 Years,Vientiane,Contract,Medium,BCA,92500.0,Fresher (0 yrs)
environmental consultant,0 to 10 Years,Kinshasa,Intern,Large,BA,95000.0,Fresher (0 yrs)
ux/ui designer,0 to 11 Years,Vienna,Full-Time,Enterprise,M.Com,93500.0,Fresher (0 yrs)
mechanical engineer,4 to 10 Years,Torshavn,Intern,Small,BBA,79500.0,Mid (3-5 yrs)
software tester,2 to 12 Years,Zagreb,Intern,Medium,M.Tech,93500.0,Junior (1-2 yrs)
customer support specialist,3 to 13 Years,Brasilia,Temporary,Small,B.Com,76000.0,Mid (3-5 yrs)
software tester,4 to 8 Years,Kingston,Intern,Small,M.Com,95000.0,Mid (3-5 yrs)
marketing director,4 to 12 Years,Kyiv (also known as Kiev),Temporary,Small,BA,75000.0,Mid (3-5 yrs)
marketing coordinator,1 to 14 Years,Naypyidaw,Intern,Medium,MCA,69000.0,Junior (1-2 yrs)
civil engineer,4 to 15 Years,Ankara,Full-Time,Medium,B.Com,73500.0,Mid (3-5 yrs)
ui developer,4 to 8 Years,Basseterre,Intern,Medium,M.Com,73500.0,Mid (3-5 yrs)
social media manager,2 to 15 Years,Kabul,Part-Time,Small,MBA,90500.0,Junior (1-2 yrs)
front-end developer,3 to 8 Years,Suva,Full-Time,Medium,MBA,77000.0,Mid (3-5 yrs)
hr coordinator,1 to 12 Years,Yaren District (de facto),Contract,Large,PhD,84000.0,Junior (1-2 yrs)
business analyst,1 to 11 Years,Guatemala City,Part-Time,Medium,B.Tech,72000.0,Junior (1-2 yrs)
human resources manager,3 to 9 Years,Antananarivo,Part-Time,Small,B.Com,80000.0,Mid (3-5 yrs)
art teacher,3 to 10 Years,Dodoma,Intern,Enterprise,BCA,96000.0,Mid (3-5 yrs)
urban planner,1 to 13 Years,Juba,Contract,Small,M.Tech,87000.0,Junior (1-2 yrs)
art teacher,5 to 8 Years,"Malabo (de jure),",Temporary,Large,B.Com,89000.0,Mid (3-5 yrs)
physician assistant,2 to 10 Years,Mbabane,Full-Time,Medium,MBA,75500.0,Junior (1-2 yrs)
account director,1 to 8 Years,Maputo,Temporary,Medium,PhD,84500.0,Junior (1-2 yrs)
physician assistant,5 to 12 Years,Tokyo,Intern,Enterprise,BA,95000.0,Mid (3-5 yrs)
substance abuse counselor,2 to 15 Years,Philipsburg,Temporary,Small,PhD,93000.0,Junior (1-2 yrs)
account executive,1 to 9 Years,Pristina,Part-Time,Small,B.Tech,80500.0,Junior (1-2 yrs)
market research analyst,4 to 13 Years,Castries,Temporary,Enterprise,MBA,68500.0,Mid (3-5 yrs)
office manager,1 to 13 Years,Thimphu,Contract,Large,B.Com,72500.0,Junior (1-2 yrs)
ux/ui designer,0 to 15 Years,Muscat,Temporary,Small,M.Tech,94500.0,Fresher (0 yrs)
teacher,4 to 14 Years,Pretoria,Contract,Medium,PhD,87500.0,Mid (3-5 yrs)
family nurse practitioner,0 to 11 Years,Male,Intern,Large,PhD,94500.0,Fresher (0 yrs)
procurement manager,4 to 8 Years,Baku,Intern,Medium,B.Tech,86000.0,Mid (3-5 yrs)
content writer,0 to 13 Years,Port Moresby,Part-Time,Enterprise,BA,87000.0,Fresher (0 yrs)
network engineer,3 to 15 Years,Addis Ababa,Part-Time,Small,BBA,88000.0,Mid (3-5 yrs)
ux/ui designer,0 to 13 Years,City of Victoria,Intern,Large,BA,86500.0,Fresher (0 yrs)
electrical engineer,5 to 10 Years,Canberra,Contract,Medium,B.Com,81500.0,Mid (3-5 yrs)
procurement manager,3 to 11 Years,Vienna,Part-Time,Large,MBA,84000.0,Mid (3-5 yrs)
landscape architect,5 to 8 Years,Tokyo,Full-Time,Medium,M.Com,91000.0,Mid (3-5 yrs)
social media manager,4 to 9 Years,Saint John's,Part-Time,Small,B.Com,78000.0,Mid (3-5 yrs)
environmental consultant,3 to 14 Years,Riga,Temporary,Enterprise,BBA,75500.0,Mid (3-5 yrs)
quality assurance analyst,1 to 12 Years,Gibraltar,Intern,Small,M.Tech,76500.0,Junior (1-2 yrs)
sales representative,4 to 12 Years,Belmopan,Temporary,Enterprise,MCA,74500.0,Mid (3-5 yrs)
content writer,5 to 10 Years,Porto-Novo,Part-Time,Large,BA,87500.0,Mid (3-5 yrs)
digital marketing specialist,2 to 10 Years,Ngerulmud,Temporary,Enterprise,MBA,89500.0,Junior (1-2 yrs)
web developer,4 to 8 Years,Riyadh,Full-Time,Enterprise,PhD,80000.0,Mid (3-5 yrs)
litigation attorney,0 to 13 Years,Ngerulmud,Part-Time,Small,BCA,75000.0,Fresher (0 yrs)
customer support specialist,3 to 8 Years,Vienna,Full-Time,Medium,PhD,72000.0,Mid (3-5 yrs)
human resources manager,3 to 15 Years,Male,Temporary,Medium,B.Tech,70500.0,Mid (3-5 yrs)
data analyst,0 to 11 Years,Beirut,Part-Time,Small,B.Com,93000.0,Fresher (0 yrs)
it manager,5 to 9 Years,Cairo,Full-Time,Small,PhD,72500.0,Mid (3-5 yrs)
event coordinator,2 to 12 Years,Amsterdam,Intern,Enterprise,M.Com,96000.0,Junior (1-2 yrs)
email marketing specialist,2 to 10 Years,Naypyidaw,Intern,Small,B.Com,83000.0,Junior (1-2 yrs)
digital marketing specialist,1 to 13 Years,San Marino,Contract,Large,M.Tech,90000.0,Junior (1-2 yrs)
seo specialist,4 to 8 Years,Port of Spain,Contract,Enterprise,B.Com,74500.0,Mid (3-5 yrs)
account manager,0 to 12 Years,"Washington, D.C.",Full-Time,Enterprise,BCA,87500.0,Fresher (0 yrs)
veterinarian,5 to 15 Years,Khartoum,Intern,Medium,BA,76500.0,Mid (3-5 yrs)
accountant,2 to 9 Years,Castries,Part-Time,Enterprise,B.Com,76000.0,Junior (1-2 yrs)
it manager,3 to 12 Years,Roseau,Contract,Medium,B.Tech,90500.0,Mid (3-5 yrs)
data entry clerk,5 to 9 Years,Kyiv (also known as Kiev),Intern,Enterprise,PhD,74500.0,Mid (3-5 yrs)
technical writer,2 to 14 Years,Copenhagen,Full-Time,Medium,M.Tech,84500.0,Junior (1-2 yrs)
content writer,3 to 8 Years,Ngerulmud,Contract,Small,BCA,72000.0,Mid (3-5 yrs)
sem specialist,5 to 11 Years,San Marino,Contract,Large,B.Com,81000.0,Mid (3-5 yrs)
social worker,1 to 12 Years,Marigot,Intern,Small,B.Com,74500.0,Junior (1-2 yrs)
social media coordinator,2 to 12 Years,"Capitol Hill, Saipan",Full-Time,Small,MCA,74500.0,Junior (1-2 yrs)
investment analyst,5 to 8 Years,Yamoussoukro,Contract,Small,BCA,88000.0,Mid (3-5 yrs)
customer support specialist,4 to 12 Years,Gaza,Temporary,Enterprise,PhD,77500.0,Mid (3-5 yrs)
speech therapist,2 to 15 Years,Male,Temporary,Enterprise,B.Com,93000.0,Junior (1-2 yrs)
quality assurance analyst,1 to 9 Years,Roseau,Temporary,Medium,M.Com,76000.0,Junior (1-2 yrs)
pediatrician,0 to 9 Years,Hagatna,Contract,Medium,BBA,91500.0,Fresher (0 yrs)
mechanical engineer,1 to 8 Years,Kingstown,Contract,Enterprise,BBA,92500.0,Junior (1-2 yrs)
network administrator,4 to 15 Years,Rome,Intern,Large,MBA,86500.0,Mid (3-5 yrs)
product manager,0 to 14 Years,Bridgetown,Part-Time,Medium,MBA,83500.0,Fresher (0 yrs)
event planner,4 to 11 Years,City of Victoria,Part-Time,Enterprise,PhD,72000.0,Mid (3-5 yrs)
supply chain analyst,3 to 13 Years,Monaco,Temporary,Large,M.Com,92500.0,Mid (3-5 yrs)
account manager,0 to 13 Years,Rome,Intern,Enterprise,M.Com,80000.0,Fresher (0 yrs)
sales manager,4 to 13 Years,LomÃ©,Temporary,Medium,M.Com,92500.0,Mid (3-5 yrs)
sales consultant,3 to 10 Years,Sarajevo,Temporary,Enterprise,B.Tech,74000.0,Mid (3-5 yrs)
art director,1 to 8 Years,Saint John's,Contract,Large,PhD,87000.0,Junior (1-2 yrs)
ux/ui designer,1 to 15 Years,Banjul,Intern,Small,MCA,74000.0,Junior (1-2 yrs)
physician assistant,1 to 12 Years,AsunciÃ³n,Part-Time,Enterprise,M.Tech,89500.0,Junior (1-2 yrs)
qa engineer,0 to 10 Years,Kinshasa,Contract,Medium,MBA,81500.0,Fresher (0 yrs)
business analyst,0 to 13 Years,Harare,Full-Time,Large,BBA,70500.0,Fresher (0 yrs)
content writer,2 to 10 Years,Doha,Temporary,Medium,M.Tech,77500.0,Junior (1-2 yrs)
